StudentID,Name,AcademicInterest,ExtracurricularActivities,Skillset 1,Skillset 2,Skillset 3,Skillset 4,Skillset 5,Location,YearOfStudy,Major,GPA,Language Known 1,Language Known 2,Language Known 3,Language Known 4,Language Known 5,ResearchInterests,Attendance
648,Monique Bartlett,Psychology,Music Club,Problem Solving, Programming, Data Analysis, Public Speaking, Leadership,Houston,Graduate,Physics,2.21,Japanese, Spanish,Null,Null,Null,Cybersecurity,9.0
649,Amanda Harrison,Computer Science,Music Club,Leadership, Data Analysis, Programming, Problem Solving, Artistic,Houston,Sophomore,Physics,2.01,Japanese, Spanish, Chinese, German,Null,Renewable Energy,4.0
650,James Miller,Biology,Music Club,Leadership,Null,Null,Null,Null,Los Angeles,Sophomore,History,3.74,Japanese, English,Null,Null,Null,Environmental Sustainability,76.0
651,Maria Owen,History,Music Club,Leadership, Programming, Problem Solving, Public Speaking, Artistic,Chicago,Senior,History,3.31,Spanish, Chinese, German, French,Null,Human-Computer Interaction,41.0
652,Shawn Wells,Computer Science,Coding Club,Data Analysis, Public Speaking, Artistic, Programming,Null,San Francisco,Senior,Physics,2.61,German, Spanish, English,Null,Null,Natural Language Processing,5.0
653,Christopher Carter,Mathematics,Debate Club,Artistic, Public Speaking, Data Analysis, Problem Solving, Programming,Boston,Junior,History,2.47,Japanese, French,Null,Null,Null,Cybersecurity,7.0
654,Gwendolyn Mcgrath,Mathematics,Sports Team,Artistic, Data Analysis,Null,Null,Null,San Francisco,Senior,Biology,2.14,French, English,Null,Null,Null,Sustainable Agriculture,2.0
655,Wendy Burke,Mathematics,Music Club,Data Analysis, Artistic, Public Speaking, Problem Solving, Leadership,New York,Junior,History,2.51,Chinese, French,Null,Null,Null,Natural Language Processing,18.0
656,Kimberly Mclean,Physics,Debate Club,Artistic, Problem Solving, Public Speaking, Data Analysis, Programming,Houston,Senior,Computer Science,2.4,English, German, French, Japanese, Spanish,Behavioral Economics,13.0
657,David Fox,Mathematics,Volunteer Group,Programming, Public Speaking,Null,Null,Null,San Francisco,Junior,Psychology,3.96,English, German, French, Japanese,Null,Artificial Intelligence,87.0
658,Kristina Smith,History,Music Club,Data Analysis, Problem Solving,Null,Null,Null,Houston,Freshman,Psychology,2.08,English, Chinese, Spanish,Null,Null,Environmental Sustainability,0.0
659,Darrell Murphy,History,Art Club,Leadership, Artistic, Problem Solving,Null,Null,Boston,Sophomore,Psychology,2.8,French, Spanish,Null,Null,Null,Climate Change,4.0
660,Richard Harrison,Computer Science,Art Club,Leadership, Programming, Public Speaking, Data Analysis, Artistic,New York,Graduate,Biology,3.38,French, Japanese,Null,Null,Null,Sustainable Agriculture,49.0
661,David Good,History,Debate Club,Problem Solving, Leadership, Data Analysis, Public Speaking, Artistic,San Francisco,Sophomore,Physics,2.19,Spanish, French, Japanese,Null,Null,Robotics,22.0
662,Ashley Anderson,Computer Science,Debate Club,Data Analysis, Artistic, Leadership, Programming, Problem Solving,Houston,Graduate,Computer Science,2.38,French, Chinese,Null,Null,Null,Human-Computer Interaction,16.0
663,Marcus Taylor,Biology,Volunteer Group,Programming, Public Speaking,Null,Null,Null,New York,Sophomore,Mathematics,3.63,German, Chinese, English, French,Null,Bioinformatics,72.0
664,Gina Brown,Biology,Art Club,Leadership, Public Speaking, Programming,Null,Null,Los Angeles,Junior,Physics,2.02,Spanish, French, Japanese, Chinese,Null,Nanotechnology,8.0
665,Grant Castro,Biology,Sports Team,Artistic,Null,Null,Null,Null,Houston,Graduate,Psychology,3.91,Chinese, Japanese,Null,Null,Null,Urban Planning,93.0
666,Melanie Ross,Psychology,Coding Club,Data Analysis, Problem Solving, Public Speaking, Leadership, Programming,Boston,Freshman,Physics,3.87,Chinese, English,Null,Null,Null,Renewable Energy,90.0
667,Tina Forbes,Biology,Debate Club,Data Analysis, Leadership, Artistic, Public Speaking, Programming,San Francisco,Junior,Mathematics,2.08,German, French,Null,Null,Null,Data Science,21.0
668,Robert Knight,Physics,Coding Club,Programming, Problem Solving, Data Analysis, Artistic, Leadership,Los Angeles,Junior,History,2.09,Spanish, German, English, Japanese, Chinese,Educational Technology,17.0
669,William Benson,History,Sports Team,Data Analysis, Problem Solving, Programming, Leadership,Null,Houston,Junior,Biology,3.54,English,Null,Null,Null,Null,Urban Planning,63.0
670,Samuel Weber,Mathematics,Art Club,Data Analysis,Null,Null,Null,Null,New York,Graduate,Psychology,3.54,German, Japanese,Null,Null,Null,Political Science,70.0
671,Paul Baker,Mathematics,Art Club,Public Speaking, Leadership, Data Analysis, Programming, Problem Solving,Chicago,Junior,Psychology,3.18,German, Japanese, English,Null,Null,Natural Language Processing,39.0
672,Diana Peters,Physics,Volunteer Group,Data Analysis, Public Speaking, Problem Solving,Null,Null,Chicago,Junior,Physics,3.38,German, Japanese, English, Chinese, Spanish,Healthcare Management,51.0
673,Patrick Flores,Biology,Volunteer Group,Leadership, Public Speaking, Programming, Problem Solving,Null,Chicago,Graduate,Computer Science,2.41,French,Null,Null,Null,Null,Quantum Computing,15.0
674,Walter Flowers,Biology,Debate Club,Leadership, Artistic, Programming,Null,Null,New York,Freshman,Computer Science,3.24,German, Chinese, French, Japanese, English,Machine Learning,48.0
675,Linda Carr,Computer Science,Volunteer Group,Problem Solving, Data Analysis, Public Speaking, Leadership, Programming,San Francisco,Graduate,Biology,2.56,Spanish,Null,Null,Null,Null,Robotics,0.0
676,Timothy Moss,Computer Science,Volunteer Group,Leadership, Public Speaking, Problem Solving,Null,Null,Houston,Graduate,Mathematics,2.93,Japanese, Spanish,Null,Null,Null,Behavioral Economics,21.0
677,Patrick Burns,Mathematics,Music Club,Data Analysis,Null,Null,Null,Null,San Francisco,Junior,Mathematics,2.17,Spanish, German, English, French,Null,Astrophysics,14.0
678,Jimmy Barry,Physics,Volunteer Group,Problem Solving,Null,Null,Null,Null,Los Angeles,Graduate,Biology,2.19,Spanish, English, French, Chinese,Null,Human-Computer Interaction,10.0
679,Laura Evans,Physics,Volunteer Group,Problem Solving, Data Analysis, Public Speaking, Leadership,Null,Houston,Freshman,Psychology,2.75,Japanese, German, English,Null,Null,Robotics,24.0
680,Cheryl Williams,Mathematics,Volunteer Group,Programming, Leadership, Data Analysis, Artistic, Public Speaking,Chicago,Freshman,Physics,3.14,Spanish, German, Chinese, French, Japanese,Natural Language Processing,39.0
681,Kellie Kennedy,Computer Science,Debate Club,Artistic, Data Analysis, Leadership, Problem Solving, Public Speaking,Chicago,Senior,Biology,3.05,Chinese, Spanish,Null,Null,Null,Environmental Sustainability,34.0
682,Stephen Garcia,History,Music Club,Programming, Public Speaking, Data Analysis,Null,Null,Houston,Sophomore,Mathematics,3.86,Spanish, French, German, English, Chinese,Urban Planning,88.0
683,Matthew Blake,Computer Science,Art Club,Problem Solving, Data Analysis, Public Speaking, Programming,Null,Los Angeles,Junior,Biology,2.68,German, French, Japanese, Chinese, English,Environmental Sustainability,8.0
684,Kayla White,Biology,Music Club,Leadership, Problem Solving, Data Analysis,Null,Null,Houston,Graduate,Computer Science,3.47,English, German, French,Null,Null,Cybersecurity,58.0
685,Katherine Carey,Computer Science,Art Club,Artistic, Data Analysis,Null,Null,Null,Houston,Junior,History,3.13,French,Null,Null,Null,Null,Sustainable Agriculture,32.0
686,Angelica Hardy,Computer Science,Sports Team,Leadership, Artistic,Null,Null,Null,Los Angeles,Graduate,Mathematics,2.14,Japanese, French, German, Chinese, Spanish,Biomedical Engineering,4.0
687,Tracy Bailey,Psychology,Debate Club,Data Analysis,Null,Null,Null,Null,Boston,Junior,Biology,3.94,German, Chinese, Spanish, Japanese,Null,Behavioral Economics,95.0
688,Brendan Peterson,Psychology,Art Club,Artistic, Public Speaking, Data Analysis, Leadership,Null,Houston,Senior,Mathematics,2.29,French,Null,Null,Null,Null,Human-Computer Interaction,23.0
689,Kyle Johnson,Computer Science,Music Club,Artistic, Data Analysis, Problem Solving, Public Speaking, Programming,Chicago,Sophomore,History,3.06,English, Japanese, German, Chinese,Null,Renewable Energy,26.0
690,Brooke Reed,Mathematics,Coding Club,Programming, Leadership, Problem Solving,Null,Null,Houston,Junior,Biology,2.88,German,Null,Null,Null,Null,Data Science,15.0
691,James Olson,History,Coding Club,Data Analysis, Leadership, Artistic, Problem Solving, Programming,Houston,Graduate,Psychology,3.31,English, Japanese,Null,Null,Null,Blockchain Technology,43.0
692,Daniel Chavez,Psychology,Sports Team,Data Analysis, Artistic, Public Speaking, Programming, Leadership,Boston,Senior,Mathematics,3.02,Japanese, French, Spanish, German,Null,Healthcare Management,31.0
693,Courtney Harrison,Computer Science,Coding Club,Leadership,Null,Null,Null,Null,Boston,Sophomore,Computer Science,2.42,Spanish, German, English, French, Japanese,Bioinformatics,2.0
694,Joseph Dixon,Physics,Debate Club,Leadership, Data Analysis, Programming, Problem Solving, Artistic,Chicago,Junior,Biology,2.43,English,Null,Null,Null,Null,Artificial Intelligence,23.0
695,Tiffany Miller,Physics,Coding Club,Problem Solving, Leadership, Programming, Artistic, Data Analysis,New York,Graduate,Biology,2.45,French, Japanese,Null,Null,Null,Social Sciences,2.0
696,Frank Aguilar,Mathematics,Debate Club,Programming,Null,Null,Null,Null,San Francisco,Sophomore,Computer Science,2.14,Chinese, German, French, Spanish,Null,Human-Computer Interaction,1.0
697,Harold Wells,Psychology,Volunteer Group,Artistic, Data Analysis, Programming, Problem Solving, Public Speaking,Houston,Senior,Mathematics,3.85,Chinese, English,Null,Null,Null,Machine Learning,95.0
698,John Smith,History,Art Club,Leadership, Programming, Public Speaking,Null,Null,Chicago,Senior,Computer Science,3.7,Chinese, German,Null,Null,Null,Sustainable Agriculture,75.0
699,Matthew Brown,Biology,Coding Club,Public Speaking, Problem Solving, Artistic, Data Analysis, Leadership,Los Angeles,Junior,Biology,2.97,Spanish, Chinese, German,Null,Null,Sustainable Agriculture,3.0
700,Robert Meyer,Physics,Music Club,Problem Solving, Programming, Leadership, Data Analysis, Artistic,New York,Freshman,Psychology,3.77,Japanese, French, German,Null,Null,Bioinformatics,80.0
701,Michael Lambert,History,Volunteer Group,Programming, Artistic, Leadership, Problem Solving,Null,New York,Graduate,History,2.95,Japanese, French, Chinese, Spanish, German,Bioinformatics,2.0
702,John Hardy,Biology,Sports Team,Public Speaking, Artistic, Programming, Leadership,Null,San Francisco,Senior,Physics,3.09,English,Null,Null,Null,Null,Natural Language Processing,32.0
703,Emily Smith,Mathematics,Debate Club,Artistic, Leadership, Public Speaking, Programming, Problem Solving,New York,Freshman,Mathematics,3.58,German, English,Null,Null,Null,Social Sciences,63.0
704,Gary Duran,Physics,Debate Club,Leadership, Data Analysis,Null,Null,Null,New York,Senior,Computer Science,2.02,Chinese,Null,Null,Null,Null,Robotics,14.0
705,Sarah Silva,Biology,Sports Team,Leadership,Null,Null,Null,Null,Boston,Freshman,Computer Science,3.11,French,Null,Null,Null,Null,Natural Language Processing,38.0
706,Matthew Smith,Biology,Debate Club,Leadership, Programming, Problem Solving, Artistic,Null,New York,Sophomore,Computer Science,2.33,Japanese, Chinese, English, Spanish, German,Astrophysics,7.0
707,Colton Wallace,Physics,Debate Club,Programming, Artistic, Public Speaking, Problem Solving, Data Analysis,San Francisco,Graduate,Physics,3.82,Chinese, French,Null,Null,Null,Nanotechnology,97.0
708,Ryan Martin,Physics,Debate Club,Leadership, Data Analysis, Programming, Public Speaking, Problem Solving,San Francisco,Senior,Computer Science,3.24,French, English, Chinese,Null,Null,Political Science,42.0
709,Paul Thomas,Mathematics,Sports Team,Leadership, Problem Solving, Artistic,Null,Null,San Francisco,Graduate,History,3.07,Spanish, English, French, German, Chinese,Cognitive Psychology,36.0
710,Deborah Mills,Biology,Music Club,Public Speaking, Data Analysis, Problem Solving, Artistic, Leadership,Los Angeles,Junior,Computer Science,2.51,Spanish, German, Chinese, Japanese, French,Educational Technology,17.0
711,Dawn Scott,Psychology,Volunteer Group,Public Speaking, Leadership, Problem Solving, Programming, Data Analysis,San Francisco,Junior,Biology,2.82,German,Null,Null,Null,Null,Behavioral Economics,23.0
712,Taylor Hansen,Mathematics,Art Club,Problem Solving, Leadership, Public Speaking, Artistic, Programming,Houston,Sophomore,Biology,2.86,Spanish, Chinese, German, English, Japanese,Environmental Sustainability,1.0
713,Jason Nelson,History,Volunteer Group,Problem Solving,Null,Null,Null,Null,Houston,Sophomore,Mathematics,3.21,Chinese,Null,Null,Null,Null,Machine Learning,43.0
714,Larry Glover,Biology,Volunteer Group,Programming, Data Analysis, Problem Solving, Artistic, Public Speaking,Los Angeles,Senior,Physics,3.63,Japanese,Null,Null,Null,Null,Political Science,73.0
715,Willie Kim,Mathematics,Sports Team,Public Speaking, Data Analysis, Artistic, Problem Solving,Null,New York,Freshman,Psychology,3.0,English, German,Null,Null,Null,Human-Computer Interaction,24.0
716,Courtney Moran,Mathematics,Volunteer Group,Public Speaking, Data Analysis,Null,Null,Null,Los Angeles,Graduate,Biology,2.5,English, Chinese, French, Spanish,Null,Educational Technology,3.0
717,Daniel Chan,Psychology,Coding Club,Data Analysis, Leadership, Problem Solving, Programming, Artistic,New York,Freshman,Physics,3.85,Spanish,Null,Null,Null,Null,Environmental Sustainability,98.0
718,William Graham,History,Sports Team,Programming, Data Analysis, Problem Solving, Leadership,Null,New York,Freshman,Physics,3.01,Japanese, German, Spanish, French,Null,Climate Change,40.0
719,Susan Henderson,Computer Science,Art Club,Data Analysis,Null,Null,Null,Null,Houston,Sophomore,Computer Science,3.45,Chinese, German, Spanish, Japanese, French,Data Science,61.0
720,Bruce Clark,History,Debate Club,Problem Solving, Programming, Leadership, Data Analysis, Public Speaking,Los Angeles,Freshman,Computer Science,3.46,German, Spanish, English, Japanese, French,Nanotechnology,56.0
721,Kendra Clark,History,Music Club,Public Speaking, Programming, Data Analysis,Null,Null,San Francisco,Senior,Psychology,2.29,French, Japanese, German, Chinese,Null,Biomedical Engineering,17.0
722,Carla Leon,Mathematics,Debate Club,Leadership, Problem Solving, Public Speaking,Null,Null,Houston,Sophomore,Biology,2.67,German, French, English, Japanese, Spanish,Nanotechnology,4.0
723,David Curry,Physics,Debate Club,Data Analysis, Programming, Artistic,Null,Null,New York,Freshman,Psychology,3.13,Chinese, English, German, Spanish, Japanese,Human-Computer Interaction,31.0
724,Veronica Hayes,Mathematics,Debate Club,Leadership,Null,Null,Null,Null,Boston,Sophomore,Computer Science,2.2,Spanish, Japanese, Chinese,Null,Null,Behavioral Economics,8.0
725,Charles Jensen,Computer Science,Volunteer Group,Data Analysis, Programming,Null,Null,Null,San Francisco,Senior,Biology,2.52,German, Chinese, Spanish, French,Null,Cognitive Psychology,15.0
726,Tara Lopez,Psychology,Coding Club,Problem Solving, Artistic,Null,Null,Null,New York,Graduate,History,3.58,French, Chinese, Spanish, English,Null,Artificial Intelligence,59.0
727,Jennifer Nelson,Physics,Sports Team,Problem Solving, Public Speaking, Leadership,Null,Null,Chicago,Sophomore,History,3.49,Chinese, Spanish, German, English, Japanese,Biomedical Engineering,68.0
728,Allison Henderson,Psychology,Debate Club,Problem Solving, Leadership, Data Analysis, Public Speaking,Null,San Francisco,Senior,Biology,3.61,Japanese,Null,Null,Null,Null,Cognitive Psychology,81.0
729,Paul Rocha,Physics,Coding Club,Data Analysis, Public Speaking,Null,Null,Null,Boston,Senior,Physics,2.89,German, English, Spanish, French, Japanese,Machine Learning,2.0
730,Joshua Harris,Mathematics,Sports Team,Programming, Leadership, Artistic, Problem Solving, Public Speaking,Los Angeles,Senior,History,2.35,Chinese, German,Null,Null,Null,Astrophysics,14.0
731,Jonathan West,Biology,Coding Club,Leadership, Data Analysis, Artistic, Problem Solving,Null,San Francisco,Junior,Physics,2.0,Japanese,Null,Null,Null,Null,Blockchain Technology,20.0
732,Heather Porter,Physics,Art Club,Public Speaking, Artistic, Problem Solving, Programming, Data Analysis,San Francisco,Junior,Mathematics,3.9,Spanish,Null,Null,Null,Null,Social Sciences,95.0
733,Donald Johnson,Biology,Music Club,Problem Solving, Public Speaking, Programming,Null,Null,Boston,Junior,Computer Science,3.2,French,Null,Null,Null,Null,Astrophysics,39.0
734,Kayla Giles,Mathematics,Debate Club,Data Analysis,Null,Null,Null,Null,San Francisco,Freshman,Psychology,2.27,Spanish, German,Null,Null,Null,Human-Computer Interaction,9.0
735,Tony Salas,History,Art Club,Programming, Public Speaking, Artistic, Problem Solving,Null,New York,Freshman,Computer Science,2.64,Spanish, English, French,Null,Null,Political Science,22.0
